county_code,taxrate,tax_st_diff_top20
20053,0.0422569,0.2
20055,0.0388431,0.2
20057,0.0351488,0.2
20059,0.0212431,0.2
20061,0.0233987,0.2
20063,0.0489295,0.2
20065,0.0436473,0.2
20067,0.0685768,0.2
20069,0.0385505,0.2
20071,0.0506736,0.2
20073,0.0289342,0.2
20075,0.0585585,0.2
20077,0.0358131,0.2
20079,0.0234556,0.2
20081,0.070278,0.2
20083,0.0585829,0.2
20085,0.0193911,0.2
20087,0.0170073,0.2
20089,0.0334262,0.2
20091,0.0221498,0.2
20093,0.0801111,0.2
20095,0.0369633,0.2
20097,0.0461492,0.2
20099,0.0164872,0.2
20101,0.044672,0.2
20103,0.0182283,0.2
20105,0.0357343,0.2
20107,0.0375485,0.2
20109,0.0430049,0.2
20111,0.0226113,0.2
20113,0.0277922,0.2
20115,0.0221329,0.2
20117,0.0470103,0.2
20119,0.0492282,0.2
20121,0.0196917,0.2
20123,0.0297924,0.2
20125,0.0227367,0.2
20127,0.0199412,0.2
20129,0.0674324,0.2
20131,0.0194388,0.2
20133,0.0194869,0.2
20135,0.046909,0.2
20137,0.027487,0.2
20139,0.0168578,0.2
20141,0.0218209,0.2
20143,0.0281884,0.2
20145,0.0267751,0.2
20147,0.0313007,0.2
20149,0.0409623,0.2
20151,0.0344851,0.2
20153,0.0385478,0.2
20155,0.0276277,0.2
20157,0.0247802,0.2
20159,0.0325437,0.2
20161,0.0244733,0.2
20163,0.041586,0.2
20165,0.0388972,0.2
20167,0.0345593,0.2
20169,0.021753,0.2
20171,0.0358975,0.2
20173,0.0240517,0.2
20175,0.0378422,0.2
20177,0.0266445,0.2
20179,0.0450842,0.2
20181,0.0343662,0.2
20183,0.0325086,0.2
20185,0.044646,0.2
20187,0.0926009,0.2
20189,0.0698,0.2
20191,0.0203586,0.2
20193,0.037372,0.2
20195,0.0310179,0.2
20197,0.0198209,0.2
20199,0.0524232,0.2
20201,0.0325081,0.2
20203,0.0466336,0.2
20205,0.0226747,0.2
20207,0.020383,0.2
20209,0.0317631,0.2
21001,0.0084552,0.2
21003,0.0085207,0.2
21005,0.0112692,0.2
21007,0.00884,0.2
21009,0.0134177,0.2
21011,0.0073469,0.2
21013,0.0169037,0.2
21015,0.025209,0.2
21017,0.013073,0.2
21019,0.0131863,0.2
21021,0.0157852,0.2
21023,0.0079387,0.2
21025,0.009602,0.2
21027,0.0090565,0.2
21029,0.006815,0.2
21031,0.0137945,0.2
21033,0.0100076,0.2
21035,0.0110585,0.2
21037,0.0145401,0.2
21039,0.006079,0.2
21041,0.0197971,0.2
21043,0.0074896,0.2
21045,0.0096168,0.2
21047,0.0108768,0.2
21049,0.0144754,0.2
21051,0.0072262,0.2
21053,0.0054747,0.2
21055,0.0078786,0.2
21057,0.0109177,0.2
21059,0.0139501,0.2
21061,0.0073979,0.2
21063,0.0079878,0.2
21065,0.010012,0.2
21067,0.0225248,0.2
21069,0.0096461,0.2
21071,0.0092441,0.2
21073,0.0157265,0.2
21075,0.0116423,0.2
21077,0.0096714,0.2
21079,0.0115585,0.2
21081,0.0107505,0.2
21083,0.0079571,0.2
21085,0.0087693,0.2
21087,0.0082461,0.2
21089,0.008023,0.2
21091,0.0187051,0.2
21093,0.0128733,0.2
21095,0.0101607,0.2
21097,0.0121101,0.2
21099,0.0076038,0.2
21101,0.0114138,0.2
21103,0.0103504,0.2
21105,0.0077029,0.2
21107,0.0120426,0.2
21109,0.0061576,0.2
21111,0.0215164,0.2
21113,0.0142277,0.2
21115,0.0105488,0.2
21117,0.0147919,0.2
21119,0.0070715,0.2
21121,0.0069241,0.2
21123,0.008266,0.2
21125,0.0097177,0.2
21127,0.0071071,0.2
21129,0.0106713,0.2
21131,0.0103924,0.2
21133,0.0083361,0.2
21135,0.0069741,0.2
21137,0.00824,0.2
21139,0.0067502,0.2
21141,0.0103059,0.2
21143,0.009998,0.2
21145,0.0165959,0.2
21147,0.0076667,0.2
21149,0.0086773,0.2
21151,0.0166785,0.2
21153,0.0090619,0.2
21155,0.0106849,0.2
21157,0.0114389,0.2
21159,0.0092951,0.2
21161,0.0213548,0.2
21163,0.0065426,0.2
21165,0.0063187,0.2
21167,0.0120481,0.2
21169,0.011256,0.2
21171,0.0111924,0.2
21173,0.0123036,0.2
21175,0.0095762,0.2
21177,0.0117849,0.2
21179,0.0121289,0.2
21181,0.0131052,0.2
21183,0.0098784,0.2
21185,0.0093998,0.2
21187,0.0088,0.2
21189,0.0077829,0.2
21191,0.0076547,0.2
21193,0.0148485,0.2
21195,0.0108879,0.2
21197,0.0098059,0.2
21199,0.0134899,0.2
21201,0.0101069,0.2
21203,0.0073189,0.2
21205,0.0139172,0.2
21207,0.0086554,0.2
21209,0.0247251,0.2
21211,0.0140831,0.2
21213,0.0142484,0.2
21215,0.0082371,0.2
21217,0.0100377,0.2
21219,0.0069406,0.2
21221,0.0090161,0.2
21223,0.0130096,0.2
21225,0.0095588,0.2
21227,0.0155669,0.2
21229,0.0100038,0.2
21231,0.0080044,0.2
21233,0.0090247,0.2
21235,0.0121892,0.2
21237,0.0071472,0.2
21239,0.0169245,0.2
22001,0.017211,4
22003,0.0208554,4
22005,0.0287556,4
22007,0.0179283,4
22009,0.0148614,4
22011,0.0267682,4
22013,0.0262524,4
22015,0.0176536,4
22017,0.0267175,4
22019,0.0279451,4
22021,0.0130333,4
22023,0.0555377,4
22025,0.0133724,4
22027,0.0171295,4
22029,0.0099876,4
22031,0.0226419,4
22033,0.0248429,4
22035,0.0444594,4
22037,0.0119931,4
22039,0.0197089,4
22041,0.0063669,4
22043,0.0094804,4
22045,0.0204345,4
22047,0.0480269,4
22049,0.0137802,4
22051,0.032887,4
22053,0.0234105,4
22055,0.0212301,4
22057,0.0197314,4
22059,0.0175731,4
22061,0.0209359,4
22063,0.0110184,4
22065,0.0146929,4
22067,0.0178822,4
22069,0.0189983,4
22071,0.0329433,4
22073,0.0217928,4
22075,0.0380049,4
22077,0.0161094,4
22079,0.0242405,4
22081,0.016667,4
22083,0.0186502,4
22085,0.0185847,4
22087,0.0187673,4
22089,0.0466287,4
22091,0.0066946,4
22093,0.0506762,4
22095,0.0256323,4
22097,0.0198956,4
22099,0.0159434,4
22101,0.040446,4
22103,0.0189463,4
22105,0.0198927,4
22107,0.0094129,4
22109,0.0244178,4
22111,0.0126333,4
22113,0.0184878,4
22115,0.0125756,4
22117,0.0171066,4
22119,0.0138197,4
22121,0.0382146,4
22123,0.0143917,4
22125,0.0415228,4
22127,0.0117353,4
23001,0.0248578,0
23003,0.0233266,0
23005,0.0283328,0
23007,0.043315,0
23009,0.0293519,0
23011,0.0198059,0
23013,0.0265518,0
23015,0.0269599,0
23017,0.0314758,0
23019,0.0245321,0
23021,0.0334153,0
23023,0.0279326,0
23025,0.0322642,0
23027,0.0278571,0
23029,0.0242305,0
23031,0.027604,0
24001,0.0183253,1
24003,0.0243644,1
24005,0.0231794,1
24009,0.0277223,1
24011,0.0191487,1
24013,0.0206905,1
24015,0.0215632,1
